apo_pdb,holo_pdb,rmsd
4AE0_A.pdb,1F0L_B.pdb,0.9730618596076965
1HN4_B.pdb,2B00_A.pdb,0.5984511375427246
1HN4_B.pdb,2AZZ_A.pdb,0.5619263648986816
1HN4_B.pdb,2B03_A.pdb,0.7974185943603516
2FBP_A.pdb,1FRP_B.pdb,0.7868677377700806
2FBP_B.pdb,1FSA_A.pdb,0.840718150138855
2FBP_A.pdb,1FPJ_B.pdb,0.7685397863388062
2FBP_A.pdb,4H46_A.pdb,0.7657521367073059
1SND_B.pdb,3HEJ_D.pdb,1.3324960470199585
1YVS_A.pdb,3KCH_A.pdb,0.32079634070396423
1YVS_A.pdb,2F5W_C.pdb,0.2894068658351898
3AHS_B.pdb,3AGO_A.pdb,0.3913297951221466
1RTU_A.pdb,3AHW_A.pdb,0.40975329279899597
4N4C_B.pdb,11BG_B.pdb,0.5688955187797546
4N4C_B.pdb,1TQ9_B.pdb,0.5644804835319519
4N4C_A.pdb,3DJX_A.pdb,0.6036759614944458
4N4C_B.pdb,3DJV_B.pdb,0.4562886953353882
3BCP_B.pdb,1N3Z_A.pdb,0.416202187538147
3OE0_A.pdb,2RH1_A.pdb,17.117446899414062
4IAP_A.pdb,4EKS_B.pdb,2.5562078952789307
4IAP_A.pdb,4EKR_B.pdb,2.5682570934295654
3JR6_A.pdb,3GUP_B.pdb,3.0410654544830322
4N9N_A.pdb,5DSG_A.pdb,19.33539390563965
2A0Q_D.pdb,1TBZ_H.pdb,0.44267138838768005
3SQH_E.pdb,1D9I_A.pdb,0.5929438471794128
2A0Q_D.pdb,1A61_H.pdb,0.47158950567245483
2A0Q_D.pdb,1A5G_H.pdb,0.43697530031204224
2A0Q_D.pdb,1A46_H.pdb,0.49975451827049255
1UCY_E.pdb,1ETR_H.pdb,0.4405601918697357
1UCY_E.pdb,1ETS_H.pdb,0.4127351641654968
1UCY_E.pdb,3PMA_D.pdb,0.33611127734184265
1C5M_D.pdb,3ENS_D.pdb,0.3999927341938019
1C5M_D.pdb,3K9X_B.pdb,0.3856632113456726
1C5M_D.pdb,3HPT_B.pdb,0.4001114070415497
1FDP_A.pdb,5FBE_A.pdb,0.4524018168449402
1FDP_A.pdb,5FCK_A.pdb,0.536460280418396
1FDP_A.pdb,5FBI_A.pdb,0.43861493468284607
1FDP_A.pdb,5NB7_A.pdb,0.45124733448028564
1FDP_A.pdb,5NAT_A.pdb,0.4784075617790222
1RJX_B.pdb,1BUI_A.pdb,0.5704753398895264
1DDJ_B.pdb,5UGG_A.pdb,0.45783814787864685
1DDJ_B.pdb,5UGD_A.pdb,0.47848790884017944
4DW2_U.pdb,1GJ7_B.pdb,0.9995774626731873
4DW2_U.pdb,1GJC_B.pdb,0.9961195588111877
4DW2_U.pdb,1GI9_B.pdb,1.0176295042037964
4DW2_U.pdb,1GI7_B.pdb,0.9872198104858398
4DW2_U.pdb,4H42_U.pdb,0.8924853801727295
1TGN_A.pdb,1O3J_A.pdb,0.29045626521110535
1TGN_A.pdb,1O2Z_A.pdb,0.3246742784976959
1TGN_A.pdb,3UPE_A.pdb,0.2982049882411957
1TGN_A.pdb,3UUZ_B.pdb,0.3584132790565491
1TGN_A.pdb,3V13_A.pdb,0.352073609828949
5XWA_B.pdb,1S5S_A.pdb,0.35963162779808044
5XW9_B.pdb,2A32_A.pdb,0.3391965925693512
5XW9_B.pdb,1S84_A.pdb,0.24167700111865997
5XW9_B.pdb,1S83_A.pdb,0.35652753710746765
5XWA_B.pdb,1S6H_A.pdb,0.3056383430957794
3PSG_A.pdb,1PSA_B.pdb,0.6935733556747437
3VCM_B.pdb,1BIL_A.pdb,0.9507999420166016
3VCM_B.pdb,1HRN_A.pdb,1.051351547241211
3VCM_B.pdb,4GJ5_A.pdb,0.9764352440834045
3VCM_B.pdb,4GJ7_A.pdb,1.1327546834945679
3VCM_B.pdb,4GJ8_B.pdb,0.6289656758308411
3APP_A.pdb,1PPK_E.pdb,0.20808188617229462
3APP_A.pdb,1PPM_E.pdb,0.15794333815574646
3APP_A.pdb,1PPL_E.pdb,0.15016794204711914
3S04_B.pdb,1B12_C.pdb,0.40889644622802734
3S04_B.pdb,6B88_B.pdb,0.3822472393512726
2JIZ_L.pdb,1E79_D.pdb,3.954174041748047
2JIZ_L.pdb,1NBM_F.pdb,3.8884828090667725
2JIZ_L.pdb,2JDI_D.pdb,3.9729623794555664
2JIZ_L.pdb,1H8E_D.pdb,4.080909729003906
3LGE_D.pdb,1ADO_A.pdb,0.24194476008415222
1EX5_A.pdb,1ZAI_C.pdb,0.6322020888328552
3LGE_A.pdb,3TU9_C.pdb,0.22859397530555725
1EWD_A.pdb,1ZAJ_A.pdb,0.4565911591053009
3LGE_A.pdb,5TLH_A.pdb,0.22180382907390594
5UQS_A.pdb,4CTS_B.pdb,0.7921949625015259
5UQS_A.pdb,2CTS_A.pdb,0.8703670501708984
3RLD_A.pdb,5GMN_A.pdb,0.3846284747123718
1TTP_A.pdb,2CLH_A.pdb,0.5704262852668762
1TTP_A.pdb,2CLL_A.pdb,0.5311142206192017
1A5A_A.pdb,1A5S_A.pdb,0.3965674638748169
1A5A_A.pdb,2TSY_A.pdb,0.5932825803756714
1A5A_A.pdb,2TRS_A.pdb,0.5599303245544434
1D2R_B.pdb,5DK4_A.pdb,2.7321105003356934
1D2R_B.pdb,2OV4_A.pdb,2.602144956588745
1D2R_B.pdb,1I6L_A.pdb,2.6345791816711426
1BR8_L.pdb,1TB6_I.pdb,1.5192012786865234
1ANT_I.pdb,1AZX_I.pdb,0.9816194176673889
1OO8_A.pdb,1IZ2_A.pdb,1.9616338014602661
1QMN_A.pdb,5OM7_A.pdb,0.8304614424705505
4NYI_R.pdb,4DLV_A.pdb,0.6517760157585144
4NYI_R.pdb,1CLU_A.pdb,0.5541350245475769
4NYI_R.pdb,2EVW_X.pdb,0.6251287460327148
4NYI_R.pdb,1GNP_A.pdb,0.7174338698387146
4NYI_R.pdb,5VBE_A.pdb,0.5847362875938416
1BTG_A.pdb,4XPJ_B.pdb,0.7251352667808533
1BTG_A.pdb,4EAX_B.pdb,0.7610087394714355
2ZJC_A.pdb,5MU8_d.pdb,0.6341301798820496
3SEB_A.pdb,1SE4_A.pdb,0.3067643642425537
1S5F_A.pdb,2A5F_B.pdb,0.8144048452377319
4UNT_F.pdb,1A8J_H.pdb,0.8371523022651672
4UNT_F.pdb,4UNU_A.pdb,0.4272298812866211
4UNT_F.pdb,5ACM_A.pdb,0.5288800597190857
4UNT_F.pdb,5ACL_A.pdb,0.49456971883773804
1NQB_C.pdb,1NGP_H.pdb,1.2469531297683716
1OCW_H.pdb,1OAR_I.pdb,1.2017475366592407
1NQB_A.pdb,2BJM_H.pdb,1.2759476900100708
1OM3_L.pdb,1I7Z_A.pdb,4.7982964515686035
6DCW_L.pdb,1OP3_L.pdb,4.9422926902771
1E4X_M.pdb,1A3L_L.pdb,3.1505582332611084
1E4X_M.pdb,2AJV_L.pdb,3.3897593021392822
1E4X_M.pdb,2AJY_L.pdb,3.991126537322998
1R3J_A.pdb,25C8_L.pdb,3.727701425552368
1R3J_A.pdb,35C8_L.pdb,3.6672089099884033
1FP5_A.pdb,5MOL_B.pdb,1.446738362312317
2RCS_H.pdb,1AJ7_H.pdb,6.99165678024292
6DCW_H.pdb,1N7M_L.pdb,6.634352684020996
6DCW_H.pdb,1D6V_H.pdb,5.5632476806640625
5V43_B.pdb,3WN5_E.pdb,7.762639999389648
3MCL_H.pdb,3TWC_H.pdb,7.9613752365112305
1GGI_J.pdb,1IGT_B.pdb,2.511052370071411
1GGI_J.pdb,1YEK_H.pdb,4.010681629180908
1GGI_J.pdb,1YEC_H.pdb,4.024428844451904
1FLR_H.pdb,1NCW_H.pdb,4.835450649261475
1GGC_H.pdb,3FO9_B.pdb,4.639768123626709
1FPT_H.pdb,4FAB_H.pdb,5.1962409019470215
1FLR_H.pdb,1YEE_H.pdb,4.175193786621094
1SEQ_H.pdb,1DBB_H.pdb,5.317867755889893
1SEQ_H.pdb,1DBM_H.pdb,5.320535182952881
2DBL_H.pdb,1R3L_B.pdb,5.666563034057617
1SEQ_H.pdb,1DBK_H.pdb,5.331334590911865
1SEQ_H.pdb,1DBJ_H.pdb,5.381824493408203
1C12_B.pdb,1A0Q_H.pdb,3.7705042362213135
1UFP_A.pdb,2EB8_A.pdb,0.4953899085521698
2KLR_A.pdb,4M5S_A.pdb,3.4405598640441895
1NCZ_A.pdb,1YTZ_C.pdb,1.6151220798492432
3MM0_H.pdb,2A5B_A.pdb,0.4459359645843506
3MM0_C.pdb,2A5C_A.pdb,0.5274674296379089
3MM0_G.pdb,5CHK_A.pdb,0.5072465538978577
2CAM_A.pdb,4I60_A.pdb,0.488558828830719
3MM0_E.pdb,4JHQ_B.pdb,0.47143545746803284
2CG6_A.pdb,2RKZ_B.pdb,5.585377216339111
1G1O_B.pdb,4FI6_B.pdb,0.5944217443466187
1G1O_B.pdb,4FI7_B.pdb,0.6101893782615662
1G1O_B.pdb,4FI8_B.pdb,0.5620927214622498
1G1O_B.pdb,4PWG_B.pdb,0.5845299959182739
1G1O_B.pdb,4HJU_B.pdb,0.5828052759170532
1UOR_A.pdb,4LA0_A.pdb,1.3304880857467651
1UOR_A.pdb,3UIV_H.pdb,3.974281072616577
1UOR_A.pdb,5UJB_B.pdb,1.2142778635025024
1UOR_A.pdb,5GIX_B.pdb,4.174981594085693
1UOR_A.pdb,5YB1_A.pdb,4.358793258666992
3SKP_A.pdb,4H0W_A.pdb,6.161983489990234
5GN8_A.pdb,4DZ0_A.pdb,0.46905890107154846
5GN8_A.pdb,5UP8_A.pdb,0.4383871257305145
5GN8_A.pdb,5UP9_B.pdb,0.41674819588661194
2AKP_A.pdb,2XX2_A.pdb,0.9517900347709656
2AKP_A.pdb,2XX4_A.pdb,0.9587251543998718
2AKP_A.pdb,2XX5_A.pdb,0.9142633676528931
2AKP_A.pdb,4AS9_A.pdb,0.9066895246505737
2AKP_A.pdb,4ASA_A.pdb,0.857527494430542
3MK9_A.pdb,4ESI_A.pdb,0.4530644118785858
3MK9_A.pdb,4Q2V_A.pdb,0.4589962959289551
3MK9_A.pdb,4HV7_X.pdb,0.4209064543247223
3MK9_A.pdb,4HV3_A.pdb,0.4222654700279236
3MK9_A.pdb,4HUP_X.pdb,0.4263637661933899
2CFQ_A.pdb,6C9W_A.pdb,4.002521991729736
2WRZ_B.pdb,1APB_A.pdb,10.347403526306152
2WRZ_B.pdb,1BAP_A.pdb,10.345832824707031
2WRZ_B.pdb,9ABP_A.pdb,10.357389450073242
1BA2_A.pdb,1DBP_A.pdb,6.414492607116699
1WAT_A.pdb,2LIG_A.pdb,1.3630942106246948
5VN7_B.pdb,1CWQ_A.pdb,0.4463111162185669
4BMG_B.pdb,5E0I_A.pdb,0.7882026433944702
3KXS_F.pdb,5GMZ_E.pdb,0.9033257365226746
1E2H_A.pdb,2KI5_B.pdb,0.31819629669189453
1E2H_A.pdb,1QHI_B.pdb,0.37645387649536133
1E2H_A.pdb,4OQL_B.pdb,0.3173101246356964
4EKF_A.pdb,4PID_A.pdb,0.3946287930011749
4EKF_A.pdb,4PIE_A.pdb,0.35395991802215576
1RDR_A.pdb,1RA7_A.pdb,0.4634917080402374
1PO1_2.pdb,1POV_0.pdb,0.25624191761016846
3G29_A.pdb,3G26_A.pdb,0.6009116768836975
5TER_B.pdb,4IDK_A.pdb,9.665261268615723
5TER_B.pdb,4IFY_A.pdb,9.702919006347656
5TER_B.pdb,4I2Q_A.pdb,10.088549613952637
5TER_B.pdb,4ICL_A.pdb,9.83727741241455
5TW3_B.pdb,1SUQ_A.pdb,10.878922462463379
3UHL_A.pdb,2Z4O_B.pdb,1.1859008073806763
3UHL_A.pdb,3PWM_B.pdb,1.199345588684082
3UHL_A.pdb,3NLS_B.pdb,1.1081600189208984
3UHL_A.pdb,3KDB_B.pdb,1.1703628301620483
3UHL_A.pdb,3VF5_B.pdb,1.1923075914382935
4Q13_A.pdb,3UUC_D.pdb,0.39440420269966125
2B23_A.pdb,4XI3_A.pdb,0.4674036502838135
2B23_A.pdb,3DT3_A.pdb,0.4008248746395111
2B23_A.pdb,5TNB_B.pdb,0.3289913535118103
4Q13_A.pdb,5TN9_B.pdb,0.3464997112751007
4UC9_C.pdb,4UCD_B.pdb,0.3238077759742737
4UC9_C.pdb,4UCC_B.pdb,0.32934674620628357
4CCF_D.pdb,5EA3_F.pdb,1.411583423614502
4CCF_D.pdb,5EA4_F.pdb,1.5206133127212524
4CCF_D.pdb,5EA7_F.pdb,1.3346832990646362
4CCF_D.pdb,5EA6_F.pdb,1.413797378540039
4CCF_D.pdb,5EA8_F.pdb,1.7211624383926392
4U6O_A.pdb,3WI1_A.pdb,0.37395307421684265
1QU1_F.pdb,3EYM_F.pdb,8.20550537109375
3VKW_A.pdb,3WRY_C.pdb,2.0417563915252686
1E0J_C.pdb,1E0J_A.pdb,0.43511995673179626
1H0D_C.pdb,5M9M_A.pdb,0.4803544282913208
1H0D_C.pdb,5M9V_A.pdb,0.6107309460639954
1CGF_A.pdb,1CGL_A.pdb,0.4352204501628876
3GDM_A.pdb,3GDL_B.pdb,0.5323657989501953
3GDM_A.pdb,1DQX_B.pdb,0.5941517949104309
2Q6B_B.pdb,1DQ9_D.pdb,0.2973439693450928
1ARZ_A.pdb,1ARZ_D.pdb,3.5107481479644775
5KY6_B.pdb,4ALD_A.pdb,0.31901314854621887
2C9M_A.pdb,1WPG_B.pdb,11.029057502746582
2C9M_A.pdb,3AR7_A.pdb,12.570756912231445
2C9M_A.pdb,3AR6_A.pdb,12.80972957611084
2C9M_B.pdb,5NCQ_A.pdb,9.996010780334473
2C9M_A.pdb,4BEW_A.pdb,11.252739906311035
3BTU_D.pdb,3BTS_B.pdb,0.48617732524871826
3ZQG_A.pdb,3FK7_A.pdb,1.9539604187011719
2NS7_B.pdb,4AC0_A.pdb,0.7656059265136719
1JEJ_A.pdb,1QKJ_A.pdb,1.609063982963562
5HFL_C.pdb,5HFM_F.pdb,1.6562535762786865
1JLA_B.pdb,1C1C_A.pdb,9.35112190246582
1JLA_B.pdb,4KV8_A.pdb,10.36839771270752
1JLA_B.pdb,4NCG_A.pdb,9.673931121826172
1JLA_B.pdb,3FFI_A.pdb,9.938121795654297
1JLA_B.pdb,3T1A_A.pdb,10.041769027709961
6D22_A.pdb,5KMK_A.pdb,0.6243983507156372
6D22_A.pdb,5KMJ_A.pdb,0.6661896109580994
4F0I_A.pdb,4PMT_A.pdb,0.5897828936576843
4GT5_A.pdb,5KML_A.pdb,0.4120795428752899
4GT5_A.pdb,5KMN_A.pdb,0.4665561020374298
4MZI_A.pdb,5LAP_A.pdb,0.3563478887081146
4MZI_A.pdb,5O1I_A.pdb,0.3489757478237152
4MZI_A.pdb,5O1G_A.pdb,0.34682679176330566
4MZI_A.pdb,5O1H_A.pdb,0.35503536462783813
4MZI_A.pdb,5O1F_A.pdb,0.3528091013431549
1GOT_A.pdb,3V00_B.pdb,0.7684211730957031
5RUB_A.pdb,5HQM_A.pdb,0.45220333337783813
3Q37_C.pdb,2VEM_B.pdb,0.7601351737976074
3Q37_C.pdb,2VEK_B.pdb,0.7427409887313843
2X1U_B.pdb,1TSI_A.pdb,0.7587447166442871
3Q37_C.pdb,2X2G_B.pdb,0.7992328405380249
3GH0_A.pdb,1I00_B.pdb,0.722032368183136
3GH2_X.pdb,2ONB_A.pdb,0.31031766533851624
3GH0_A.pdb,5X67_B.pdb,0.4670449495315552
3GH0_A.pdb,5X69_E.pdb,0.6147018074989319
2RDA_A.pdb,4E28_A.pdb,0.6405820250511169
1VH1_D.pdb,3K8D_D.pdb,2.5232882499694824
1Z7H_A.pdb,5N0B_A.pdb,0.4575991630554199
5LOC_A.pdb,3DAP_B.pdb,0.7432434558868408
5LOC_A.pdb,5LOA_B.pdb,0.6702821850776672
5LOC_A.pdb,2DAP_A.pdb,0.5866073369979858
5LOC_A.pdb,1F06_B.pdb,0.8258711695671082
2DSR_I.pdb,1IMX_A.pdb,0.969714343547821
4PQD_A.pdb,3KTM_F.pdb,0.428922563791275
3NYL_A.pdb,5BUO_A.pdb,2.9101085662841797
4PD3_B.pdb,1G8X_B.pdb,8.481365203857422
4PD3_A.pdb,5I4E_A.pdb,15.196135520935059
2P28_B.pdb,5E6V_A.pdb,0.9430130124092102
1DVN_A.pdb,1A7C_A.pdb,0.68619704246521
1C5G_A.pdb,4G8O_D.pdb,1.4191060066223145
1DVN_A.pdb,3UT3_B.pdb,1.268095850944519
1C5G_A.pdb,4IC0_C.pdb,1.4794670343399048
1B3K_A.pdb,4AQH_B.pdb,1.4321990013122559
4DFY_E.pdb,3FHI_A.pdb,1.8702467679977417
1SYK_A.pdb,1RDQ_E.pdb,1.2055481672286987
4DFY_E.pdb,1FMO_E.pdb,2.110255718231201
4DFY_E.pdb,1BKX_A.pdb,2.217355966567993
4DFY_E.pdb,4IAC_A.pdb,2.2670986652374268
1GYL_B.pdb,1AL8_A.pdb,2.1057071685791016
1GYL_B.pdb,2A7P_A.pdb,2.1255836486816406
1GYL_B.pdb,1HUV_A.pdb,2.1862967014312744
1GYL_B.pdb,2A85_A.pdb,2.1276464462280273
4YIA_A.pdb,4X30_A.pdb,0.698233425617218
1P14_A.pdb,1IR3_A.pdb,0.46252527832984924
1GAG_A.pdb,3ETA_A.pdb,0.9303959012031555
1GAG_A.pdb,5E1S_A.pdb,0.5946362018585205
1GAG_A.pdb,5HHW_A.pdb,0.6988391876220703
1P14_A.pdb,4XLV_A.pdb,0.4807768762111664
3LCK_A.pdb,2PL0_A.pdb,1.2663387060165405
3LCK_A.pdb,3B2W_A.pdb,0.9043608903884888
3LCK_A.pdb,2OFV_B.pdb,0.9684123992919922
3LCK_A.pdb,3MPM_A.pdb,0.653431236743927
3LCK_A.pdb,4C3F_A.pdb,0.6941100358963013
2GUM_C.pdb,3NWA_D.pdb,0.9487893581390381
1CYY_A.pdb,1CY8_A.pdb,4.242643356323242
1CYY_A.pdb,1CY1_A.pdb,4.273341178894043
1CYY_A.pdb,1CY0_A.pdb,4.597695350646973
1BIA_A.pdb,2EWN_B.pdb,1.6232839822769165
3TF2_B.pdb,2V8W_E.pdb,0.37241947650909424
3TF2_C.pdb,4TPW_A.pdb,0.3595784604549408
3TF2_A.pdb,4TQC_A.pdb,0.3354586958885193
3TF2_C.pdb,4TQB_A.pdb,0.3462635576725006
1IRM_B.pdb,1IX3_A.pdb,0.9559746980667114
3V7L_A.pdb,1BPE_A.pdb,1.6699000597000122
2USH_A.pdb,1HO5_A.pdb,0.6641780734062195
2USH_A.pdb,1HPU_C.pdb,0.6608221530914307
1OIE_A.pdb,4WWL_A.pdb,0.6191338300704956
4EKZ_A.pdb,3UEM_A.pdb,1.5100713968276978
2OGV_A.pdb,2I0V_A.pdb,0.8059834837913513
2OGV_A.pdb,2I1M_A.pdb,0.8723359704017639
2OGV_A.pdb,3DPK_A.pdb,0.7955756187438965
2OGV_A.pdb,3LCD_A.pdb,0.9500418305397034
2OGV_A.pdb,3BEA_A.pdb,0.9565901756286621
4HNY_D.pdb,4XNH_B.pdb,0.6440593004226685
1OBP_A.pdb,1GT3_B.pdb,0.5066439509391785
1OBP_A.pdb,1GT5_B.pdb,0.4856124222278595
1OBP_A.pdb,1GT1_B.pdb,0.49749788641929626
1OBP_A.pdb,1G85_B.pdb,0.5078330039978027
4K1U_A.pdb,4CDL_A.pdb,1.0161488056182861
1OSA_A.pdb,5E1N_A.pdb,0.48799315094947815
1NUA_B.pdb,1DQS_B.pdb,1.754339337348938
1NUA_B.pdb,1NVF_C.pdb,1.5368646383285522
1N69_B.pdb,1N69_A.pdb,3.0640482902526855
1N69_B.pdb,4V2O_C.pdb,1.3900223970413208
2JHE_D.pdb,2JHE_A.pdb,5.173152923583984
3EZ7_A.pdb,3EZ6_A.pdb,1.1204127073287964
1CJL_A.pdb,2XU1_D.pdb,0.301803857088089
1CJL_A.pdb,5F02_A.pdb,0.328832745552063
1CJL_A.pdb,5MAJ_A.pdb,0.3271483778953552
1CJL_A.pdb,5MAE_A.pdb,0.302079439163208
1CJL_A.pdb,3HWN_A.pdb,0.4303007423877716
1T8P_B.pdb,2F90_B.pdb,0.5853748321533203
1T8P_B.pdb,2HHJ_B.pdb,0.5669481158256531
1T8P_B.pdb,2HHJ_A.pdb,0.6446533799171448
2H98_B.pdb,3GLB_B.pdb,1.3541362285614014
3PBH_A.pdb,1CSB_E.pdb,0.4166828393936157
3PBH_A.pdb,1GMY_B.pdb,0.38628795742988586
3PBH_A.pdb,6AY2_B.pdb,0.4064148962497711
6GP4_A.pdb,3T1K_B.pdb,0.32733115553855896
6GP4_A.pdb,3T2S_A.pdb,0.3129393756389618
5J2V_A.pdb,4YKW_A.pdb,0.6341809034347534
1FGX_A.pdb,1NWG_D.pdb,0.4590722322463989
1FGX_A.pdb,1TW5_A.pdb,0.2992289662361145
1FGX_A.pdb,1TW1_B.pdb,0.33585837483406067
1FGX_A.pdb,2FYD_D.pdb,0.31963294744491577
1FGX_A.pdb,4KRV_A.pdb,0.3283786475658417
1P4O_B.pdb,1JQH_A.pdb,0.6173211336135864
1P4O_B.pdb,1K3A_A.pdb,0.5286654233932495
1P4O_B.pdb,2ZM3_A.pdb,0.512036919593811
1P4O_B.pdb,5HZN_E.pdb,0.7102511525154114
1P4O_B.pdb,3F5P_E.pdb,0.6754390597343445
1P35_C.pdb,1I3S_B.pdb,0.6114909052848816
4J2Q_B.pdb,3UGX_D.pdb,2.40970516204834
3GAR_A.pdb,1GAR_A.pdb,0.44494447112083435
4C41_A.pdb,2VDY_A.pdb,0.9228800535202026
4XOD_A.pdb,4X5R_B.pdb,2.231107711791992
4XOD_A.pdb,4X5Q_A.pdb,2.207909345626831
4XOD_A.pdb,4X5P_A.pdb,2.2946009635925293
4XOD_A.pdb,4X50_A.pdb,2.1892831325531006
4XOD_A.pdb,5CGB_A.pdb,2.200605630874634
3LCB_C.pdb,1HJ6_A.pdb,2.972975015640259
3LCB_C.pdb,1AI2_A.pdb,2.5576789379119873
3LCB_C.pdb,4AJC_A.pdb,2.462563991546631
3LCB_C.pdb,4AJ3_A.pdb,3.06638503074646
1SLM_A.pdb,1G4K_B.pdb,0.3911445140838623
1SLM_A.pdb,1CAQ_A.pdb,0.42393964529037476
1SLM_A.pdb,1D8M_B.pdb,0.34007754921913147
1SLM_A.pdb,1G49_B.pdb,0.36656779050827026
1SLM_A.pdb,2D1O_B.pdb,0.2821822464466095
3A6S_A.pdb,3A6T_A.pdb,0.5462397336959839
1SCE_C.pdb,1PUC_A.pdb,0.5154597163200378
4MID_A.pdb,2ARP_A.pdb,0.960242748260498
1BG5_A.pdb,1GNE_A.pdb,0.8602511882781982
1R1W_A.pdb,3U6H_A.pdb,0.7935177087783813
1R1W_A.pdb,3U6I_A.pdb,0.7900655269622803
2G15_A.pdb,4GG5_A.pdb,0.5221942663192749
2G15_A.pdb,4GG7_A.pdb,0.6062658429145813
2G15_A.pdb,4DEG_A.pdb,0.4534332752227783
1HAV_B.pdb,1QA7_B.pdb,0.8166987895965576
3NHN_A.pdb,2C0O_A.pdb,2.8843493461608887
3NHN_A.pdb,2C0I_A.pdb,2.8051393032073975
3NHN_A.pdb,1AD5_A.pdb,3.0568692684173584
3NHN_A.pdb,3VRY_A.pdb,2.9689853191375732
3NHN_A.pdb,3VS7_B.pdb,3.216137170791626
5DV9_A.pdb,4G37_B.pdb,1.0448681116104126
5L2Z_L.pdb,4YLQ_L.pdb,0.5028840899467468
5L2Z_L.pdb,1J9C_L.pdb,0.602235734462738
5L2Z_L.pdb,2EC9_L.pdb,0.45663055777549744
1ANX_C.pdb,1HAK_B.pdb,0.6830374002456665
2AKA_A.pdb,1FMW_A.pdb,3.282318115234375
2AKA_A.pdb,1VOM_A.pdb,2.8606908321380615
2AKA_A.pdb,2XEL_A.pdb,2.982889413833618
2AKA_A.pdb,3MYK_X.pdb,2.5271782875061035
2AKA_A.pdb,4AE3_A.pdb,2.83587908744812
3G4N_A.pdb,3C0O_A.pdb,0.9996632933616638
1PWE_E.pdb,1PWH_A.pdb,0.7356862425804138
1QHM_A.pdb,1H17_A.pdb,0.7996470928192139
1QHM_A.pdb,1H16_A.pdb,0.8254165053367615
3W59_D.pdb,4Q1P_A.pdb,0.670966386795044
3W59_D.pdb,4Q1R_B.pdb,0.45177751779556274
3W59_D.pdb,4Q27_B.pdb,0.414239764213562
3W59_D.pdb,4Q2F_A.pdb,0.7195078730583191
3W59_D.pdb,4Y1Z_B.pdb,0.6215808987617493
2NRF_A.pdb,3UBB_A.pdb,0.5613787174224854
2NRF_A.pdb,3ZMH_A.pdb,0.36329638957977295
2NRF_A.pdb,3TXT_A.pdb,0.3432978391647339
2NRF_A.pdb,2XOW_A.pdb,0.5001001954078674
2NRF_A.pdb,3ZMJ_A.pdb,0.3308889865875244
4YHD_C.pdb,3M3R_G.pdb,0.6125144362449646
3LB9_C.pdb,3VZM_A.pdb,0.43515241146087646
4J1Y_A.pdb,1ELV_A.pdb,0.559286892414093
3V92_B.pdb,3V99_A.pdb,0.3458709716796875
5NIE_C.pdb,4MKT_A.pdb,0.7394817471504211
5NIE_C.pdb,3FUF_A.pdb,0.7288457155227661
5NIE_C.pdb,3FTV_A.pdb,0.7242165207862854
5NIE_C.pdb,3FUE_A.pdb,0.7347320318222046
5NIE_C.pdb,3FUJ_A.pdb,0.7437713146209717
1JFV_A.pdb,1RXE_A.pdb,0.2976953685283661
3VPA_B.pdb,3VOB_A.pdb,4.23093843460083
3VPA_B.pdb,3WGN_B.pdb,4.253181457519531
3VPA_B.pdb,3WGM_A.pdb,4.11705207824707
2JGV_C.pdb,2JG1_C.pdb,0.846008837223053
3BTC_E.pdb,3BR5_A.pdb,3.4031591415405273
3BTC_E.pdb,3BR3_A.pdb,2.949857234954834
3BTC_E.pdb,3BTI_A.pdb,3.2865381240844727
3BTC_E.pdb,3BTJ_A.pdb,3.4277477264404297
3BTC_E.pdb,3BTL_A.pdb,3.3037056922912598
1JTY_E.pdb,1JT6_A.pdb,3.492885112762451
1JTY_E.pdb,1JTX_A.pdb,3.4792418479919434
1JTY_E.pdb,1JUM_A.pdb,3.617520809173584
1JTY_E.pdb,2GBY_A.pdb,3.3840768337249756
1JTY_E.pdb,1RPW_B.pdb,3.4169821739196777
2G0E_E.pdb,2G0E_D.pdb,3.08341383934021
3NGK_A.pdb,4QIF_A.pdb,0.31706786155700684
4E1V_I.pdb,1Y1Q_C.pdb,0.33869582414627075
1Y1T_F.pdb,1Y1R_B.pdb,0.30531927943229675
1Y1T_F.pdb,2PGA_B.pdb,0.27611514925956726
1Y1T_F.pdb,2HN9_B.pdb,0.3408263921737671
1Y1T_F.pdb,4OGK_F.pdb,0.6651949286460876
3LW9_B.pdb,2X4A_A.pdb,1.0391865968704224
2WE4_D.pdb,2WE5_A.pdb,0.6728266477584839
1JVM_B.pdb,5VKE_C.pdb,1.0735352039337158
1QY7_A.pdb,2XBP_A.pdb,0.4937807619571686
1PTA_A.pdb,1PSC_B.pdb,0.7210162281990051
1PTA_A.pdb,1EZ2_A.pdb,0.7564865946769714
1PTA_A.pdb,2OQL_B.pdb,0.7812005281448364
1PTA_A.pdb,3URB_B.pdb,0.748600959777832
1PTA_A.pdb,3CAK_B.pdb,0.759041965007782
3LA7_B.pdb,3LA3_B.pdb,1.8025779724121094
1OEL_F.pdb,1AON_G.pdb,3.897939443588257
1TYF_B.pdb,2FZS_B.pdb,0.2880209684371948
1DO0_F.pdb,1DO0_E.pdb,1.5078576803207397
1DO0_F.pdb,1HQY_F.pdb,1.5867979526519775
1DO0_F.pdb,1E94_E.pdb,1.5716384649276733
